history_id,opportunity_id,field,old_value,new_value,created_date,created_by
HIST-0014782,OPP-01878,CloseDate,2024-07-31,2024-10-31,2024-07-17,Tyler Brooks
HIST-0014783,OPP-01878,CloseDate,2024-10-31,2024-11-03,2024-10-10,Tyler Brooks
HIST-0014784,OPP-01879,StageName,,1 - Prospecting,2022-03-29,Tyler Brooks
HIST-0014785,OPP-01879,CloseDate,,2022-04-30,2022-03-29,Tyler Brooks
HIST-0014786,OPP-01879,Amount,,73800,2022-03-29,Tyler Brooks
HIST-0014787,OPP-01879,StageName,1 - Prospecting,2 - Scoping,2022-05-01,Tyler Brooks
HIST-0014788,OPP-01879,StageName,2 - Scoping,3 - Engaged,2022-06-21,Tyler Brooks
HIST-0014789,OPP-01879,StageName,3 - Engaged,7 - Closed Lost,2022-07-19,Tyler Brooks
HIST-0014790,OPP-01879,CloseDate,2022-04-30,2022-05-31,2022-04-16,Tyler Brooks
HIST-0014791,OPP-01879,CloseDate,2022-05-31,2022-06-30,2022-05-10,Tyler Brooks
HIST-0014792,OPP-01879,CloseDate,2022-06-30,2022-07-19,2022-06-16,Tyler Brooks
HIST-0014793,OPP-01880,StageName,,1 - Prospecting,2023-01-08,Brian Kim
HIST-0014794,OPP-01880,CloseDate,,2024-02-09,2023-01-08,Brian Kim
HIST-0014795,OPP-01880,Amount,,27400,2023-01-08,Brian Kim
HIST-0014796,OPP-01880,StageName,1 - Prospecting,2 - Scoping,2023-01-22,Brian Kim
HIST-0014797,OPP-01880,StageName,2 - Scoping,7 - Closed Lost,2024-02-09,Brian Kim
HIST-0014798,OPP-01881,StageName,,1 - Prospecting,2025-02-01,Brian Kim
HIST-0014799,OPP-01881,CloseDate,,2026-08-14,2025-02-01,Brian Kim
HIST-0014800,OPP-01881,Amount,,184800,2025-02-01,Brian Kim
HIST-0014801,OPP-01881,StageName,1 - Prospecting,5 - Negotiation,2026-02-13,Brian Kim
HIST-0014802,OPP-01882,StageName,,1 - Prospecting,2022-12-29,James Harrington
HIST-0014803,OPP-01882,CloseDate,,2023-03-31,2022-12-29,James Harrington
HIST-0014804,OPP-01882,Amount,,259300,2022-12-29,James Harrington
HIST-0014805,OPP-01882,StageName,1 - Prospecting,6 - Closed Won,2023-01-13,James Harrington
HIST-0014806,OPP-01882,CloseDate,2023-03-31,2023-01-13,2023-03-03,James Harrington
HIST-0014807,OPP-01883,StageName,,1 - Prospecting,2021-02-02,Natalie Foster
HIST-0014808,OPP-01883,CloseDate,,2021-07-31,2021-02-02,Natalie Foster
HIST-0014809,OPP-01883,Amount,,28900,2021-02-02,Natalie Foster
HIST-0014810,OPP-01883,StageName,1 - Prospecting,2 - Scoping,2021-03-06,Natalie Foster
HIST-0014811,OPP-01883,StageName,2 - Scoping,3 - Engaged,2021-04-06,Natalie Foster
HIST-0014812,OPP-01883,StageName,3 - Engaged,4 - Proposal,2021-06-01,Natalie Foster
HIST-0014813,OPP-01883,StageName,4 - Proposal,5 - Negotiation,2021-07-23,Natalie Foster
HIST-0014814,OPP-01883,StageName,5 - Negotiation,6 - Closed Won,2021-08-17,Natalie Foster
HIST-0014815,OPP-01883,StageName,6 - Closed Won,5 - Negotiation,2021-12-14,Natalie Foster
HIST-0014816,OPP-01883,StageName,5 - Negotiation,6 - Closed Won,2022-01-22,Natalie Foster
HIST-0014817,OPP-01883,StageName,6 - Closed Won,7 - Closed Lost,2022-02-20,Natalie Foster
HIST-0014818,OPP-01883,CloseDate,2021-07-31,2021-09-30,2021-07-10,Natalie Foster
HIST-0014819,OPP-01883,CloseDate,2021-09-30,2021-10-31,2021-09-16,Natalie Foster
HIST-0014820,OPP-01883,CloseDate,2021-10-31,2021-12-31,2021-10-10,Natalie Foster
HIST-0014821,OPP-01883,CloseDate,2021-12-31,2022-02-20,2021-12-17,Natalie Foster
HIST-0014822,OPP-01883,Amount,28900,33000,2021-06-02,Natalie Foster
HIST-0014823,OPP-01883,Amount,33000,31000,2021-08-18,Natalie Foster
HIST-0014824,OPP-01883,Amount,31000,29400,2022-01-09,Natalie Foster
HIST-0014825,OPP-01884,StageName,,1 - Prospecting,2023-09-27,Jennifer Walsh
HIST-0014826,OPP-01884,CloseDate,,2024-01-13,2023-09-27,Jennifer Walsh
HIST-0014827,OPP-01884,Amount,,3700,2023-09-27,Jennifer Walsh
HIST-0014828,OPP-01884,StageName,1 - Prospecting,6 - Closed Won,2024-01-13,Jennifer Walsh
HIST-0014829,OPP-01885,StageName,,1 - Prospecting,2024-02-26,Jennifer Walsh
HIST-0014830,OPP-01885,CloseDate,,2024-06-30,2024-02-26,Jennifer Walsh
HIST-0014831,OPP-01885,Amount,,14400,2024-02-26,Jennifer Walsh
HIST-0014832,OPP-01885,StageName,1 - Prospecting,2 - Scoping,2024-04-21,Jennifer Walsh
HIST-0014833,OPP-01885,StageName,2 - Scoping,3 - Engaged,2024-05-17,Jennifer Walsh
HIST-0014834,OPP-01885,StageName,3 - Engaged,4 - Proposal,2024-06-29,Jennifer Walsh
HIST-0014835,OPP-01885,StageName,4 - Proposal,7 - Closed Lost,2024-08-23,Jennifer Walsh
HIST-0014836,OPP-01885,CloseDate,2024-06-30,2024-08-23,2024-06-09,Jennifer Walsh
HIST-0014837,OPP-01885,Amount,14400,14800,2024-04-28,Jennifer Walsh
HIST-0014838,OPP-01885,Amount,14800,12200,2024-07-15,Jennifer Walsh
HIST-0014839,OPP-01886,StageName,,1 - Prospecting,2024-10-23,Jennifer Walsh
HIST-0014840,OPP-01886,CloseDate,,2025-12-31,2024-10-23,Jennifer Walsh
HIST-0014841,OPP-01886,Amount,,11700,2024-10-23,Jennifer Walsh
HIST-0014842,OPP-01886,StageName,1 - Prospecting,2 - Scoping,2024-11-18,Jennifer Walsh
HIST-0014843,OPP-01886,StageName,2 - Scoping,3 - Engaged,2024-12-21,Jennifer Walsh
HIST-0014844,OPP-01886,StageName,3 - Engaged,4 - Proposal,2025-02-15,Jennifer Walsh
HIST-0014845,OPP-01886,StageName,4 - Proposal,5 - Negotiation,2025-04-07,Jennifer Walsh
HIST-0014846,OPP-01886,StageName,5 - Negotiation,7 - Closed Lost,2026-03-12,Jennifer Walsh
HIST-0014847,OPP-01886,CloseDate,2025-12-31,2026-02-28,2025-12-10,Jennifer Walsh
HIST-0014848,OPP-01886,CloseDate,2026-02-28,2026-03-12,2026-02-07,Jennifer Walsh
HIST-0014849,OPP-01886,Amount,11700,14000,2024-12-31,Jennifer Walsh
HIST-0014850,OPP-01886,Amount,14000,18100,2025-08-07,Jennifer Walsh
HIST-0014851,OPP-01887,StageName,,1 - Prospecting,2025-08-18,Rachel Nguyen
HIST-0014852,OPP-01887,CloseDate,,2026-01-31,2025-08-18,Rachel Nguyen
HIST-0014853,OPP-01887,Amount,,99300,2025-08-18,Rachel Nguyen
HIST-0014854,OPP-01887,StageName,1 - Prospecting,2 - Scoping,2025-09-11,Rachel Nguyen
HIST-0014855,OPP-01887,StageName,2 - Scoping,3 - Engaged,2025-10-13,Rachel Nguyen
HIST-0014856,OPP-01887,StageName,3 - Engaged,4 - Proposal,2025-12-03,Rachel Nguyen
HIST-0014857,OPP-01887,StageName,4 - Proposal,5 - Negotiation,2025-12-31,Rachel Nguyen
HIST-0014858,OPP-01887,StageName,5 - Negotiation,6 - Closed Won,2026-03-14,Rachel Nguyen
HIST-0014859,OPP-01887,CloseDate,2026-01-31,2025-11-30,2026-01-03,Rachel Nguyen
HIST-0014860,OPP-01887,CloseDate,2025-11-30,2026-01-31,2026-01-04,Rachel Nguyen
HIST-0014861,OPP-01887,CloseDate,2026-01-31,2026-03-14,2026-01-05,Rachel Nguyen
HIST-0014862,OPP-01888,StageName,,1 - Prospecting,2023-02-20,Kevin O'Brien
HIST-0014863,OPP-01888,CloseDate,,2024-02-29,2023-02-20,Kevin O'Brien
HIST-0014864,OPP-01888,Amount,,63800,2023-02-20,Kevin O'Brien
HIST-0014865,OPP-01888,StageName,1 - Prospecting,2 - Scoping,2023-03-25,Kevin O'Brien
HIST-0014866,OPP-01888,StageName,2 - Scoping,7 - Closed Lost,2024-02-29,Kevin O'Brien
HIST-0014867,OPP-01889,StageName,,1 - Prospecting,2024-01-22,Jennifer Walsh
HIST-0014868,OPP-01889,CloseDate,,2024-11-22,2024-01-22,Jennifer Walsh
HIST-0014869,OPP-01889,Amount,,36700,2024-01-22,Jennifer Walsh
HIST-0014870,OPP-01889,StageName,1 - Prospecting,2 - Scoping,2024-03-10,Jennifer Walsh
HIST-0014871,OPP-01889,StageName,2 - Scoping,3 - Engaged,2024-04-20,Jennifer Walsh
HIST-0014872,OPP-01889,StageName,3 - Engaged,7 - Closed Lost,2024-11-22,Jennifer Walsh
HIST-0014873,OPP-01890,StageName,,1 - Prospecting,2022-03-15,Antonio Rodriguez
HIST-0014874,OPP-01890,CloseDate,,2023-03-31,2022-03-15,Antonio Rodriguez
HIST-0014875,OPP-01890,Amount,,16100,2022-03-15,Antonio Rodriguez
HIST-0014876,OPP-01890,StageName,1 - Prospecting,2 - Scoping,2022-04-24,Antonio Rodriguez
HIST-0014877,OPP-01890,StageName,2 - Scoping,7 - Closed Lost,2023-04-04,Antonio Rodriguez
HIST-0014878,OPP-01890,CloseDate,2023-03-31,2023-04-04,2023-03-10,Antonio Rodriguez
HIST-0014879,OPP-01891,StageName,,1 - Prospecting,2024-06-21,Samantha Lee
HIST-0014880,OPP-01891,CloseDate,,2024-11-03,2024-06-21,Samantha Lee
HIST-0014881,OPP-01891,Amount,,40300,2024-06-21,Samantha Lee
HIST-0014882,OPP-01891,StageName,1 - Prospecting,2 - Scoping,2024-08-12,Samantha Lee
HIST-0014883,OPP-01891,StageName,2 - Scoping,1 - Prospecting,2024-09-12,Samantha Lee
HIST-0014884,OPP-01891,StageName,1 - Prospecting,6 - Closed Won,2024-11-03,Samantha Lee
HIST-0014885,OPP-01892,StageName,,1 - Prospecting,2022-03-22,Antonio Rodriguez
HIST-0014886,OPP-01892,CloseDate,,2023-12-18,2022-03-22,Antonio Rodriguez
HIST-0014887,OPP-01892,Amount,,147100,2022-03-22,Antonio Rodriguez
HIST-0014888,OPP-01892,StageName,1 - Prospecting,2 - Scoping,2022-04-24,Antonio Rodriguez
HIST-0014889,OPP-01892,StageName,2 - Scoping,7 - Closed Lost,2023-12-18,Antonio Rodriguez
HIST-0014890,OPP-01893,StageName,,1 - Prospecting,2025-07-07,Marcus Webb
HIST-0014891,OPP-01893,CloseDate,,2025-07-31,2025-07-07,Marcus Webb
HIST-0014892,OPP-01893,Amount,,3400,2025-07-07,Marcus Webb
HIST-0014893,OPP-01893,StageName,1 - Prospecting,2 - Scoping,2025-08-03,Marcus Webb
HIST-0014894,OPP-01893,StageName,2 - Scoping,3 - Engaged,2025-08-26,Marcus Webb
HIST-0014895,OPP-01893,StageName,3 - Engaged,4 - Proposal,2025-09-09,Marcus Webb
HIST-0014896,OPP-01893,StageName,4 - Proposal,5 - Negotiation,2025-10-25,Marcus Webb
HIST-0014897,OPP-01893,StageName,5 - Negotiation,6 - Closed Won,2025-12-02,Marcus Webb
HIST-0014898,OPP-01893,StageName,6 - Closed Won,7 - Closed Lost,2026-03-13,Marcus Webb
HIST-0014899,OPP-01893,CloseDate,2025-07-31,2025-10-31,2025-07-10,Marcus Webb
HIST-0014900,OPP-01893,CloseDate,2025-10-31,2026-01-31,2025-10-10,Marcus Webb
HIST-0014901,OPP-01893,CloseDate,2026-01-31,2026-03-13,2026-01-10,Marcus Webb
HIST-0014902,OPP-01894,StageName,,1 - Prospecting,2026-02-04,Marcus Webb
HIST-0014903,OPP-01894,CloseDate,,2026-02-28,2026-02-04,Marcus Webb
HIST-0014904,OPP-01894,Amount,,40400,2026-02-04,Marcus Webb
HIST-0014905,OPP-01894,StageName,1 - Prospecting,2 - Scoping,2026-03-17,Marcus Webb
HIST-0014906,OPP-01894,StageName,2 - Scoping,6 - Closed Won,2026-04-05,Marcus Webb
HIST-0014907,OPP-01894,CloseDate,2026-02-28,2026-03-31,2026-02-05,Marcus Webb
HIST-0014908,OPP-01894,CloseDate,2026-03-31,2026-04-05,2026-03-17,Marcus Webb
HIST-0014909,OPP-01895,StageName,,1 - Prospecting,2024-02-28,James Harrington
HIST-0014910,OPP-01895,CloseDate,,2026-01-08,2024-02-28,James Harrington
HIST-0014911,OPP-01895,Amount,,19400,2024-02-28,James Harrington
HIST-0014912,OPP-01895,StageName,1 - Prospecting,7 - Closed Lost,2026-01-08,James Harrington
HIST-0014913,OPP-01895,Amount,19400,16000,2024-07-27,James Harrington
HIST-0014914,OPP-01896,StageName,,1 - Prospecting,2025-09-11,Samantha Lee
HIST-0014915,OPP-01896,CloseDate,,2026-01-31,2025-09-11,Samantha Lee
HIST-0014916,OPP-01896,Amount,,110300,2025-09-11,Samantha Lee
HIST-0014917,OPP-01896,StageName,1 - Prospecting,2 - Scoping,2025-09-30,Samantha Lee
HIST-0014918,OPP-01896,CloseDate,2026-01-31,2026-04-30,2026-01-17,Samantha Lee
HIST-0014919,OPP-01896,CloseDate,2026-04-30,2026-05-31,2026-04-09,Samantha Lee
HIST-0014920,OPP-01896,CloseDate,2026-05-31,2026-06-05,2026-04-11,Samantha Lee
HIST-0014921,OPP-01897,StageName,,1 - Prospecting,2021-01-10,Tyler Brooks
HIST-0014922,OPP-01897,CloseDate,,2021-06-30,2021-01-10,Tyler Brooks
HIST-0014923,OPP-01897,Amount,,500,2021-01-10,Tyler Brooks
HIST-0014924,OPP-01897,StageName,1 - Prospecting,2 - Scoping,2021-02-28,Tyler Brooks
HIST-0014925,OPP-01897,StageName,2 - Scoping,3 - Engaged,2021-04-03,Tyler Brooks
HIST-0014926,OPP-01897,StageName,3 - Engaged,4 - Proposal,2021-05-29,Tyler Brooks
HIST-0014927,OPP-01897,StageName,4 - Proposal,5 - Negotiation,2021-07-18,Tyler Brooks
HIST-0014928,OPP-01897,StageName,5 - Negotiation,6 - Closed Won,2021-08-17,Tyler Brooks
HIST-0014929,OPP-01897,StageName,6 - Closed Won,7 - Closed Lost,2021-12-08,Tyler Brooks
HIST-0014930,OPP-01897,CloseDate,2021-06-30,2021-08-31,2021-06-16,Tyler Brooks
HIST-0014931,OPP-01897,CloseDate,2021-08-31,2021-10-31,2021-08-10,Tyler Brooks
HIST-0014932,OPP-01897,CloseDate,2021-10-31,2021-12-08,2021-10-17,Tyler Brooks
HIST-0014933,OPP-01897,Amount,500,500,2021-01-27,Tyler Brooks
HIST-0014934,OPP-01897,Amount,500,600,2021-08-21,Tyler Brooks
HIST-0014935,OPP-01898,StageName,,1 - Prospecting,2025-04-20,Antonio Rodriguez
HIST-0014936,OPP-01898,CloseDate,,2026-08-03,2025-04-20,Antonio Rodriguez
HIST-0014937,OPP-01898,Amount,,9400,2025-04-20,Antonio Rodriguez
HIST-0014938,OPP-01898,StageName,1 - Prospecting,3 - Engaged,2026-03-10,Antonio Rodriguez
HIST-0014939,OPP-01899,StageName,,1 - Prospecting,2025-01-28,Priya Patel
HIST-0014940,OPP-01899,CloseDate,,2025-10-20,2025-01-28,Priya Patel
HIST-0014941,OPP-01899,Amount,,1000,2025-01-28,Priya Patel
HIST-0014942,OPP-01899,StageName,1 - Prospecting,7 - Closed Lost,2025-10-20,Priya Patel
HIST-0014943,OPP-01900,StageName,,1 - Prospecting,2021-11-11,Natalie Foster
HIST-0014944,OPP-01900,CloseDate,,2022-12-31,2021-11-11,Natalie Foster
HIST-0014945,OPP-01900,Amount,,41500,2021-11-11,Natalie Foster
HIST-0014946,OPP-01900,StageName,1 - Prospecting,2 - Scoping,2021-12-08,Natalie Foster
HIST-0014947,OPP-01900,StageName,2 - Scoping,3 - Engaged,2021-12-31,Natalie Foster
HIST-0014948,OPP-01900,StageName,3 - Engaged,4 - Proposal,2022-01-29,Natalie Foster
HIST-0014949,OPP-01900,StageName,4 - Proposal,5 - Negotiation,2022-03-05,Natalie Foster
HIST-0014950,OPP-01900,StageName,5 - Negotiation,6 - Closed Won,2023-01-21,Natalie Foster
HIST-0014951,OPP-01900,CloseDate,2022-12-31,2023-03-31,2022-12-17,Natalie Foster
HIST-0014952,OPP-01900,CloseDate,2023-03-31,2023-01-21,2023-03-10,Natalie Foster
HIST-0014953,OPP-01901,StageName,,1 - Prospecting,2025-06-08,Sarah Mitchell
HIST-0014954,OPP-01901,CloseDate,,2026-01-31,2025-06-08,Sarah Mitchell
HIST-0014955,OPP-01901,Amount,,295800,2025-06-08,Sarah Mitchell
HIST-0014956,OPP-01901,StageName,1 - Prospecting,2 - Scoping,2025-07-06,Sarah Mitchell
HIST-0014957,OPP-01901,CloseDate,2026-01-31,2026-03-31,2026-01-17,Sarah Mitchell
HIST-0014958,OPP-01901,CloseDate,2026-03-31,2026-06-30,2026-03-03,Sarah Mitchell
HIST-0014959,OPP-01901,CloseDate,2026-06-30,2026-08-02,2026-04-11,Sarah Mitchell
HIST-0014960,OPP-01902,StageName,,1 - Prospecting,2021-10-04,Antonio Rodriguez
HIST-0014961,OPP-01902,CloseDate,,2022-11-14,2021-10-04,Antonio Rodriguez
HIST-0014962,OPP-01902,Amount,,356600,2021-10-04,Antonio Rodriguez
HIST-0014963,OPP-01902,StageName,1 - Prospecting,7 - Closed Lost,2022-11-14,Antonio Rodriguez
HIST-0014964,OPP-01903,StageName,,1 - Prospecting,2025-10-12,Derek Thompson
HIST-0014965,OPP-01903,CloseDate,,2025-11-30,2025-10-12,Derek Thompson
HIST-0014966,OPP-01903,Amount,,53100,2025-10-12,Derek Thompson
HIST-0014967,OPP-01903,StageName,1 - Prospecting,2 - Scoping,2025-12-04,Derek Thompson
HIST-0014968,OPP-01903,StageName,2 - Scoping,1 - Prospecting,2026-01-27,Derek Thompson
HIST-0014969,OPP-01903,StageName,1 - Prospecting,2 - Scoping,2026-03-14,Derek Thompson
HIST-0014970,OPP-01903,StageName,2 - Scoping,3 - Engaged,2026-03-15,Derek Thompson
HIST-0014971,OPP-01903,CloseDate,2025-11-30,2025-12-31,2025-11-09,Derek Thompson
HIST-0014972,OPP-01903,CloseDate,2025-12-31,2026-01-31,2025-12-17,Derek Thompson
HIST-0014973,OPP-01903,CloseDate,2026-01-31,2026-03-31,2026-01-10,Derek Thompson
HIST-0014974,OPP-01903,CloseDate,2026-03-31,2026-04-30,2026-03-17,Derek Thompson
HIST-0014975,OPP-01903,CloseDate,2026-04-30,2026-07-25,2026-04-11,Derek Thompson
HIST-0014976,OPP-01904,StageName,,1 - Prospecting,2021-01-08,Brian Kim
HIST-0014977,OPP-01904,CloseDate,,2021-10-31,2021-01-08,Brian Kim
HIST-0014978,OPP-01904,Amount,,64200,2021-01-08,Brian Kim
HIST-0014979,OPP-01904,StageName,1 - Prospecting,2 - Scoping,2021-02-27,Brian Kim
HIST-0014980,OPP-01904,StageName,2 - Scoping,7 - Closed Lost,2022-01-23,Brian Kim
HIST-0014981,OPP-01904,CloseDate,2021-10-31,2022-01-23,2021-10-10,Brian Kim
HIST-0014982,OPP-01905,StageName,,1 - Prospecting,2022-10-28,James Harrington
HIST-0014983,OPP-01905,CloseDate,,2023-09-30,2022-10-28,James Harrington
HIST-0014984,OPP-01905,Amount,,96500,2022-10-28,James Harrington
HIST-0014985,OPP-01905,StageName,1 - Prospecting,2 - Scoping,2022-11-22,James Harrington
HIST-0014986,OPP-01905,StageName,2 - Scoping,3 - Engaged,2022-12-20,James Harrington
HIST-0014987,OPP-01905,StageName,3 - Engaged,4 - Proposal,2023-01-12,James Harrington
HIST-0014988,OPP-01905,StageName,4 - Proposal,7 - Closed Lost,2023-08-07,James Harrington
HIST-0014989,OPP-01905,CloseDate,2023-09-30,2023-07-31,2023-09-16,James Harrington
HIST-0014990,OPP-01905,CloseDate,2023-07-31,2023-08-07,2023-09-17,James Harrington
HIST-0014991,OPP-01906,StageName,,1 - Prospecting,2024-08-11,Olivia Chen
HIST-0014992,OPP-01906,CloseDate,,2025-09-14,2024-08-11,Olivia Chen
HIST-0014993,OPP-01906,Amount,,10500,2024-08-11,Olivia Chen
HIST-0014994,OPP-01906,StageName,1 - Prospecting,6 - Closed Won,2025-09-14,Olivia Chen
HIST-0014995,OPP-01907,StageName,,1 - Prospecting,2024-04-02,Melissa Grant
HIST-0014996,OPP-01907,CloseDate,,2025-04-30,2024-04-02,Melissa Grant
HIST-0014997,OPP-01907,Amount,,1300,2024-04-02,Melissa Grant
HIST-0014998,OPP-01907,StageName,1 - Prospecting,2 - Scoping,2024-05-14,Melissa Grant
HIST-0014999,OPP-01907,StageName,2 - Scoping,3 - Engaged,2024-06-22,Melissa Grant
HIST-0015000,OPP-01907,StageName,3 - Engaged,4 - Proposal,2024-07-25,Melissa Grant
HIST-0015001,OPP-01907,StageName,4 - Proposal,7 - Closed Lost,2025-06-15,Melissa Grant
HIST-0015002,OPP-01907,CloseDate,2025-04-30,2025-06-15,2025-04-02,Melissa Grant
HIST-0015003,OPP-01908,StageName,,1 - Prospecting,2023-12-16,Jennifer Walsh
HIST-0015004,OPP-01908,CloseDate,,2024-10-31,2023-12-16,Jennifer Walsh
HIST-0015005,OPP-01908,Amount,,2400,2023-12-16,Jennifer Walsh
HIST-0015006,OPP-01908,StageName,1 - Prospecting,2 - Scoping,2023-12-30,Jennifer Walsh
HIST-0015007,OPP-01908,StageName,2 - Scoping,3 - Engaged,2024-01-21,Jennifer Walsh
HIST-0015008,OPP-01908,StageName,3 - Engaged,4 - Proposal,2024-03-11,Jennifer Walsh
HIST-0015009,OPP-01908,StageName,4 - Proposal,5 - Negotiation,2024-04-25,Jennifer Walsh
HIST-0015010,OPP-01908,StageName,5 - Negotiation,4 - Proposal,2024-06-04,Jennifer Walsh
HIST-0015011,OPP-01908,StageName,4 - Proposal,3 - Engaged,2024-07-26,Jennifer Walsh
HIST-0015012,OPP-01908,StageName,3 - Engaged,4 - Proposal,2024-08-13,Jennifer Walsh
HIST-0015013,OPP-01908,StageName,4 - Proposal,5 - Negotiation,2024-09-02,Jennifer Walsh
HIST-0015014,OPP-01908,StageName,5 - Negotiation,6 - Closed Won,2024-10-25,Jennifer Walsh
HIST-0015015,OPP-01908,StageName,6 - Closed Won,7 - Closed Lost,2025-03-04,Jennifer Walsh
HIST-0015016,OPP-01908,CloseDate,2024-10-31,2025-01-31,2024-10-17,Jennifer Walsh
HIST-0015017,OPP-01908,CloseDate,2025-01-31,2025-03-04,2025-01-17,Jennifer Walsh
HIST-0015018,OPP-01909,StageName,,1 - Prospecting,2023-04-17,Rachel Nguyen
HIST-0015019,OPP-01909,CloseDate,,2024-10-31,2023-04-17,Rachel Nguyen
HIST-0015020,OPP-01909,Amount,,9900,2023-04-17,Rachel Nguyen
HIST-0015021,OPP-01909,StageName,1 - Prospecting,2 - Scoping,2023-05-21,Rachel Nguyen
HIST-0015022,OPP-01909,StageName,2 - Scoping,3 - Engaged,2023-06-08,Rachel Nguyen
HIST-0015023,OPP-01909,StageName,3 - Engaged,4 - Proposal,2023-07-04,Rachel Nguyen
HIST-0015024,OPP-01909,StageName,4 - Proposal,5 - Negotiation,2023-08-20,Rachel Nguyen
HIST-0015025,OPP-01909,StageName,5 - Negotiation,4 - Proposal,2023-09-22,Rachel Nguyen
HIST-0015026,OPP-01909,StageName,4 - Proposal,5 - Negotiation,2023-10-10,Rachel Nguyen
HIST-0015027,OPP-01909,StageName,5 - Negotiation,6 - Closed Won,2025-01-01,Rachel Nguyen
HIST-0015028,OPP-01909,CloseDate,2024-10-31,2024-12-31,2024-10-03,Rachel Nguyen
HIST-0015029,OPP-01909,CloseDate,2024-12-31,2025-01-01,2024-12-03,Rachel Nguyen
HIST-0015030,OPP-01910,StageName,,1 - Prospecting,2024-03-21,Priya Patel
HIST-0015031,OPP-01910,CloseDate,,2024-03-31,2024-03-21,Priya Patel
HIST-0015032,OPP-01910,Amount,,15800,2024-03-21,Priya Patel
HIST-0015033,OPP-01910,StageName,1 - Prospecting,2 - Scoping,2024-05-13,Priya Patel
HIST-0015034,OPP-01910,StageName,2 - Scoping,3 - Engaged,2024-05-31,Priya Patel
HIST-0015035,OPP-01910,StageName,3 - Engaged,4 - Proposal,2024-07-10,Priya Patel
HIST-0015036,OPP-01910,StageName,4 - Proposal,5 - Negotiation,2024-07-31,Priya Patel
HIST-0015037,OPP-01910,StageName,5 - Negotiation,7 - Closed Lost,2024-08-17,Priya Patel
HIST-0015038,OPP-01910,CloseDate,2024-03-31,2024-05-31,2024-03-22,Priya Patel
HIST-0015039,OPP-01910,CloseDate,2024-05-31,2024-08-17,2024-05-10,Priya Patel
HIST-0015040,OPP-01911,StageName,,1 - Prospecting,2021-03-18,Kevin O'Brien
HIST-0015041,OPP-01911,CloseDate,,2021-05-31,2021-03-18,Kevin O'Brien
HIST-0015042,OPP-01911,Amount,,5400,2021-03-18,Kevin O'Brien
HIST-0015043,OPP-01911,StageName,1 - Prospecting,2 - Scoping,2021-04-13,Kevin O'Brien
HIST-0015044,OPP-01911,StageName,2 - Scoping,3 - Engaged,2021-05-10,Kevin O'Brien
HIST-0015045,OPP-01911,StageName,3 - Engaged,7 - Closed Lost,2021-07-20,Kevin O'Brien
HIST-0015046,OPP-01911,CloseDate,2021-05-31,2021-07-20,2021-05-17,Kevin O'Brien
HIST-0015047,OPP-01912,StageName,,1 - Prospecting,2021-12-19,Tyler Brooks
HIST-0015048,OPP-01912,CloseDate,,2022-12-31,2021-12-19,Tyler Brooks
HIST-0015049,OPP-01912,Amount,,348100,2021-12-19,Tyler Brooks
HIST-0015050,OPP-01912,StageName,1 - Prospecting,2 - Scoping,2022-01-10,Tyler Brooks
HIST-0015051,OPP-01912,StageName,2 - Scoping,3 - Engaged,2022-02-13,Tyler Brooks
HIST-0015052,OPP-01912,StageName,3 - Engaged,4 - Proposal,2022-03-11,Tyler Brooks
HIST-0015053,OPP-01912,StageName,4 - Proposal,5 - Negotiation,2022-04-09,Tyler Brooks
HIST-0015054,OPP-01912,StageName,5 - Negotiation,6 - Closed Won,2023-04-11,Tyler Brooks
HIST-0015055,OPP-01912,CloseDate,2022-12-31,2023-03-31,2022-12-03,Tyler Brooks
HIST-0015056,OPP-01912,CloseDate,2023-03-31,2023-04-11,2023-03-17,Tyler Brooks
HIST-0015057,OPP-01913,StageName,,1 - Prospecting,2025-06-01,Antonio Rodriguez
HIST-0015058,OPP-01913,CloseDate,,2026-04-30,2025-06-01,Antonio Rodriguez
HIST-0015059,OPP-01913,Amount,,13100,2025-06-01,Antonio Rodriguez
HIST-0015060,OPP-01913,StageName,1 - Prospecting,2 - Scoping,2025-07-04,Antonio Rodriguez
HIST-0015061,OPP-01913,CloseDate,2026-04-30,2026-05-24,2026-04-02,Antonio Rodriguez
HIST-0015062,OPP-01914,StageName,,1 - Prospecting,2025-01-22,Samantha Lee
HIST-0015063,OPP-01914,CloseDate,,2025-03-31,2025-01-22,Samantha Lee
HIST-0015064,OPP-01914,Amount,,51800,2025-01-22,Samantha Lee
HIST-0015065,OPP-01914,StageName,1 - Prospecting,2 - Scoping,2025-02-18,Samantha Lee
HIST-0015066,OPP-01914,StageName,2 - Scoping,3 - Engaged,2025-03-29,Samantha Lee
HIST-0015067,OPP-01914,StageName,3 - Engaged,2 - Scoping,2025-05-13,Samantha Lee
HIST-0015068,OPP-01914,StageName,2 - Scoping,6 - Closed Won,2025-05-24,Samantha Lee
HIST-0015069,OPP-01914,CloseDate,2025-03-31,2025-02-21,2025-03-10,Samantha Lee
